Cliente,Saída,Chegada,Estadia (em dias),Estrelas,Orçamento (em reais)
841,RIO,REC,3,5,4300
842,BH,PMW,8,4,2900
843,REC,RIO,5,3,3700
844,POA,MCZ,8,3,3700
845,MCZ,BSB,10,4,4900
846,BH,SSA,2,3,5600
847,SAO,BH,6,5,5500
848,SP,MCZ,2,5,3500
849,SSA,RIO,6,3,5200
850,SSA,REC,9,5,4600
851,RIO,FLN,2,4,4400
852,SSA,SSA,4,3,3800
853,MCZ,POA,8,4,4700
854,SP,PMW,8,3,4800
855,PMW,SAO,8,4,4100
856,BH,BH,9,4,3900
857,PMW,SSA,4,4,5600
858,SSA,FLN,3,4,5600
859,BSB,PMW,10,4,3300
860,PMW,POA,8,5,2500
861,PMW,FLN,4,4,2000
862,SAO,PMW,3,4,5300
863,SSA,BSB,10,3,3900
864,BSB,REC,10,3,4700
865,SSA,POA,4,3,3600
866,MCZ,FLN,2,5,3600
867,PMW,PMW,7,5,4300
868,MCZ,MCZ,7,3,3000
869,FLN,POA,2,3,2800
870,SAO,PMW,2,4,3000
871,POA,PMW,6,3,4700
872,FLN,POA,2,4,4400
873,MCZ,SSA,5,3,5000
874,RIO,BSB,5,4,3600
875,SSA,BH,5,5,2300
876,SAO,BH,8,3,3000
877,FLN,BSB,2,3,3900
878,SAO,POA,6,3,3100
879,SSA,REC,5,3,2300
880,PMW,BSB,6,5,5300
881,BH,BSB,4,3,4200
882,REC,RIO,7,3,4900
883,RIO,PMW,6,4,4300
884,REC,REC,7,5,4800
885,PMW,SAO,5,3,4900
886,SSA,POA,8,4,4300
887,RIO,BH,3,5,3000
888,POA,POA,3,5,5100
889,SAO,RIO,7,4,5900
890,SP,BH,2,5,3200
891,REC,PMW,7,3,4600
892,PMW,POA,6,3,3500
893,FLN,SAO,6,3,3600
894,PMW,SAO,2,5,2000
895,SP,MCZ,5,4,5900
896,BSB,POA,6,5,4500
897,FLN,BSB,9,4,3300
898,BSB,SAO,3,5,2700
899,REC,MCZ,2,3,3200
900,SAO,POA,8,5,5500
901,PMW,SAO,3,4,4100
902,REC,SAO,3,4,4300
903,BSB,SSA,7,3,4400
904,REC,SAO,5,3,2400
905,FLN,PMW,6,4,3800
906,RIO,SAO,6,3,2300
907,MCZ,SAO,2,5,3600
908,SP,POA,9,5,5700
909,SAO,SAO,5,4,4800
910,RIO,RIO,5,5,3700
911,RIO,RIO,2,5,5800
912,PMW,BSB,2,4,5200
913,MCZ,SAO,3,4,2100
914,BH,SAO,10,4,5500
915,SP,POA,6,4,2300
916,BH,BSB,6,3,4000
917,BSB,BSB,3,3,3100
918,BH,POA,2,3,5800
919,BSB,PMW,6,5,2400
920,RIO,BSB,2,3,3200
921,SP,REC,4,3,4000
922,POA,SAO,3,4,2200
923,SAO,FLN,9,5,2500
924,MCZ,POA,8,4,2200
925,REC,PMW,5,3,3100
926,PMW,REC,10,5,4900
927,REC,POA,8,4,4800
928,BH,POA,4,4,2200
929,FLN,RIO,2,4,5100
930,PMW,PMW,6,4,5600
931,REC,MCZ,9,5,4600
932,SAO,RIO,8,4,3800
933,BSB,SSA,5,5,3600
934,SAO,PMW,8,5,5400
935,BH,FLN,10,3,4000
936,REC,PMW,6,5,5400
937,REC,SAO,2,4,4300
938,PMW,SSA,4,3,2200
939,SSA,POA,9,5,4000
940,SSA,BH,3,5,2000
941,SP,PMW,9,5,2000
942,POA,PMW,8,3,3300
943,RIO,BH,3,3,3500
944,SP,SSA,8,4,5100
945,RIO,SSA,7,4,5600
946,SP,POA,10,4,5500
947,REC,BH,7,4,5000
948,SAO,SSA,6,3,2200
949,RIO,REC,2,4,3800
950,REC,FLN,6,3,4500
951,BSB,SAO,6,4,5800
952,SP,PMW,10,4,4000
953,REC,PMW,4,3,5700
954,BH,BSB,8,4,2000
955,BH,POA,8,3,4000
956,POA,BSB,10,4,5400
957,BSB,POA,7,5,2800
958,BH,BSB,6,3,3200
959,MCZ,PMW,6,4,3500
960,PMW,RIO,6,3,4700
961,BH,SSA,7,3,3300
962,REC,SSA,7,5,4400
963,RIO,SSA,3,5,2400
964,RIO,FLN,3,3,4900
965,SP,SSA,9,5,2600
966,MCZ,SAO,3,3,5400
967,REC,BSB,2,5,2200
968,REC,BSB,3,4,2300
969,PMW,SSA,9,3,2500
970,BH,SSA,4,4,3700
971,PMW,MCZ,8,5,3200
972,BSB,PMW,2,4,2900
973,FLN,POA,2,5,2300
974,SSA,REC,8,5,4400
975,RIO,REC,3,3,5200
976,POA,PMW,4,5,2400
977,SAO,FLN,10,5,4600
978,PMW,SSA,2,3,2000
979,MCZ,BSB,7,4,5000
980,RIO,POA,2,3,5200
981,RIO,SSA,8,4,4600
982,BH,RIO,10,4,4000
983,POA,REC,2,4,5800
984,POA,PMW,3,3,4200
985,BH,PMW,9,3,4400
986,SSA,BSB,2,5,3900
987,BSB,BSB,6,5,5800
988,SAO,PMW,3,5,4200
989,MCZ,PMW,3,4,3200
990,FLN,FLN,7,4,2400
991,SSA,FLN,9,4,4800
992,BSB,PMW,5,4,5300
993,FLN,BH,2,5,3600
994,BH,MCZ,3,3,4100
995,SP,FLN,6,4,2100
996,MCZ,PMW,3,5,5200
997,RIO,BH,9,5,2400
998,BSB,SSA,9,3,3400
999,BSB,PMW,3,5,5100
1000,SP,BH,3,4,2700
1001,REC,BH,5,3,2500
1002,REC,PMW,3,5,2800
1003,PMW,PMW,8,5,3500
1004,BSB,POA,7,4,4200
1005,RIO,FLN,7,4,5400
1006,SSA,REC,7,5,4400
1007,MCZ,BH,4,4,3000
1008,SSA,RIO,2,4,2100
1009,PMW,MCZ,2,4,2400
1010,BSB,RIO,6,5,3000
1011,SSA,MCZ,7,5,2600
1012,BSB,POA,2,4,4400
1013,SSA,BSB,2,3,4800
1014,REC,BH,10,5,2800
1015,SAO,POA,8,4,2100
1016,BSB,MCZ,8,5,2200
1017,POA,MCZ,6,5,5900
1018,PMW,SAO,3,5,5700
1019,SAO,BSB,2,4,3200
1020,REC,FLN,2,5,2000
1021,BSB,REC,10,5,5800
1022,FLN,RIO,6,4,4100
1023,MCZ,BSB,8,3,4800
1024,FLN,PMW,5,4,2100
1025,BSB,POA,5,3,3400
1026,BSB,MCZ,5,4,2700
1027,PMW,SAO,5,4,4500
1028,SAO,PMW,6,4,5500
1029,SP,SSA,9,4,5400
1030,PMW,FLN,7,3,4400
1031,MCZ,BH,10,3,4200
1032,SSA,BSB,6,3,3500
1033,SAO,RIO,6,4,3600
1034,BH,PMW,7,3,2400
1035,RIO,MCZ,7,3,5700
1036,BH,SSA,6,5,4900
1037,BH,SAO,7,4,5500
1038,POA,BSB,8,4,2900
1039,SAO,BSB,7,5,2500
1040,FLN,SSA,6,5,2200
1041,SAO,BH,3,5,2600
1042,POA,SSA,9,3,3700
1043,SAO,PMW,10,5,4200
1044,MCZ,REC,7,4,4100
1045,MCZ,MCZ,6,3,4300
1046,REC,BH,4,5,2700
1047,SSA,PMW,9,5,5600
1048,SAO,SSA,5,4,3800
1049,FLN,FLN,2,4,4800
1050,MCZ,RIO,7,5,4500
1051,BSB,BH,2,3,2500
1052,SSA,PMW,8,3,3800
1053,BSB,MCZ,5,4,4100
1054,SP,REC,6,4,2500
1055,MCZ,POA,9,5,3200
1056,SAO,BH,5,3,2700
1057,BH,RIO,8,4,3200
1058,PMW,PMW,2,4,5500
1059,SP,REC,9,5,5500
1060,SP,BSB,9,5,4800
1061,SP,PMW,10,4,2400
1062,POA,MCZ,3,5,3600
1063,RIO,RIO,3,5,3100
1064,MCZ,RIO,8,4,2200
1065,PMW,PMW,4,3,4600
1066,PMW,BSB,4,3,5900
1067,BSB,SSA,2,5,2500
1068,RIO,REC,3,4,4400
1069,RIO,BH,5,3,3300
1070,SP,BSB,10,4,4200
1071,POA,REC,2,5,2300
1072,RIO,SSA,9,5,3200
1073,RIO,PMW,2,5,5400
1074,BH,BSB,4,3,3200
1075,MCZ,MCZ,5,3,3200
1076,RIO,BH,10,4,2300
1077,RIO,PMW,5,4,3300
1078,POA,FLN,5,3,2000
1079,PMW,RIO,3,4,4200
1080,SP,SAO,2,3,3700
1081,SAO,REC,2,5,3700
1082,BH,SAO,7,5,5900
1083,BSB,FLN,4,4,3700
1084,BSB,POA,7,5,2900
1085,PMW,SSA,6,3,3200
1086,POA,RIO,7,5,4900
1087,REC,REC,4,3,5100
1088,MCZ,REC,6,4,3900
1089,PMW,MCZ,4,3,5200
1090,SP,PMW,2,4,5200
1091,SAO,SSA,8,5,2000
1092,RIO,REC,2,3,4200
1093,PMW,POA,10,5,3500
1094,RIO,PMW,3,3,3500
1095,FLN,BH,5,3,3100
1096,RIO,SAO,10,5,2500
1097,POA,PMW,10,3,3800
1098,SAO,REC,10,4,2400
1099,POA,FLN,6,3,4800
1100,RIO,FLN,6,4,5600
1101,BH,REC,10,5,2100
1102,FLN,SSA,9,5,5900
1103,PMW,REC,9,4,2500
1104,SSA,BSB,5,3,4400
1105,REC,MCZ,2,3,3000
1106,POA,MCZ,2,5,2000
1107,PMW,SAO,10,3,4000
1108,SAO,PMW,8,5,5800
1109,SP,BH,9,4,4500
1110,MCZ,SSA,10,5,3000
1111,SAO,REC,4,4,2900
1112,PMW,SSA,9,5,3400
1113,RIO,PMW,4,5,5500
1114,PMW,PMW,6,4,5600
1115,BH,RIO,3,3,2000
1116,SP,BSB,4,3,5500
1117,MCZ,PMW,4,4,2700
1118,BH,BH,9,5,3400
1119,BSB,SAO,6,3,2400
1120,BSB,SAO,6,4,2600
1121,REC,SAO,3,5,4000
1122,FLN,FLN,8,3,3900
1123,PMW,BSB,7,4,3400
1124,REC,POA,10,4,2800
1125,REC,PMW,9,3,5300
1126,FLN,PMW,4,4,5400
1127,MCZ,RIO,10,3,3000
1128,POA,PMW,9,5,3800
1129,RIO,REC,6,3,5800
1130,BH,POA,7,3,5500
1131,PMW,PMW,7,5,3800
1132,PMW,BSB,6,4,3600
1133,PMW,MCZ,8,4,4500
1134,PMW,BH,10,5,3900
1135,PMW,BSB,10,5,4700
1136,SAO,SSA,8,3,2900
1137,BH,SAO,3,3,5300
1138,SSA,SSA,2,5,4700
1139,SP,BSB,4,5,5300
1140,POA,RIO,3,4,2900
1141,SSA,RIO,10,4,3500
1142,MCZ,POA,3,4,4400
1143,FLN,REC,7,5,5200
1144,SP,PMW,4,4,3000
1145,SSA,BSB,9,4,5300
1146,BH,MCZ,5,4,5700
1147,SAO,PMW,2,4,5000
1148,MCZ,PMW,3,4,4800
1149,REC,SAO,6,5,5000
1150,SP,RIO,6,4,2700
1151,BH,RIO,9,3,3300
1152,RIO,REC,3,4,4700
1153,REC,MCZ,7,3,4700
1154,MCZ,BSB,8,3,4000
1155,BH,BH,8,3,2800
1156,REC,POA,4,4,5600
1157,BH,SAO,5,5,4500
1158,PMW,BH,3,4,5400
1159,SP,MCZ,7,4,2500
1160,SP,SSA,3,3,4700
1161,POA,BSB,9,4,3200
1162,SAO,PMW,9,4,5400
1163,MCZ,BH,8,5,4400
1164,SSA,FLN,10,4,5900
1165,MCZ,MCZ,7,4,4600
1166,RIO,SSA,6,5,2200
1167,SP,MCZ,4,3,3800
1168,FLN,RIO,5,4,3300
1169,POA,BSB,10,3,5100
1170,POA,SSA,2,5,2700
1171,REC,FLN,6,5,2400
1172,BSB,PMW,10,4,4500
1173,MCZ,FLN,3,3,3500
1174,SSA,REC,5,3,3700
1175,SP,REC,9,3,2400
1176,SSA,PMW,10,3,2900
1177,MCZ,RIO,8,3,2400
1178,FLN,REC,3,5,3500
1179,FLN,MCZ,2,3,4800
1180,REC,BH,4,4,5000
1181,SP,SSA,9,5,2500
1182,SP,BH,8,5,3400
1183,REC,SAO,8,3,4900
1184,RIO,SAO,7,4,5000
1185,SSA,FLN,8,4,2300
1186,MCZ,PMW,2,4,3600
1187,BH,PMW,2,3,2700
1188,RIO,BSB,4,4,5000
1189,BH,PMW,6,5,2300
1190,SAO,RIO,7,5,4700
1191,POA,PMW,10,5,2800
1192,SSA,BH,2,3,3600
1193,SAO,PMW,2,3,5000
1194,RIO,PMW,3,5,5400
1195,SAO,SSA,6,3,2700
1196,SAO,BSB,6,4,5800
1197,POA,RIO,2,3,2500
1198,MCZ,BSB,10,3,4500
1199,SAO,SSA,4,3,5500
1200,BSB,POA,3,3,4000
1201,BH,BH,10,4,4900
1202,BH,PMW,4,3,3000
1203,SAO,REC,9,4,4100
1204,PMW,SSA,8,5,3700
1205,BH,PMW,6,3,5700
1206,POA,RIO,3,3,2600
1207,PMW,BH,9,4,2500
1208,FLN,REC,5,4,5600
1209,MCZ,POA,7,5,5900
1210,SAO,MCZ,6,3,5200
1211,BSB,MCZ,6,4,5500
1212,SAO,REC,6,3,5900
1213,SSA,MCZ,2,5,3300
1214,BSB,PMW,7,4,3300
1215,BH,REC,7,5,3600
1216,REC,SAO,8,3,3800
1217,PMW,MCZ,2,4,4900
1218,BSB,PMW,2,4,3500
1219,SSA,SSA,2,3,5100
1220,FLN,PMW,4,3,3300
1221,REC,PMW,4,5,5300
1222,SSA,PMW,7,3,5500
1223,SAO,MCZ,5,3,4900
1224,POA,POA,4,5,2300
1225,SP,FLN,8,3,2900
1226,FLN,POA,5,5,4000
1227,FLN,MCZ,6,5,4300
1228,POA,BSB,6,3,3500
1229,FLN,PMW,7,5,5100
1230,SSA,BH,8,3,4000
1231,BSB,RIO,4,3,5500
1232,BH,SSA,6,4,3100
1233,MCZ,REC,2,5,4700
1234,REC,BSB,2,4,2700
1235,POA,PMW,6,5,2200
1236,POA,POA,9,5,4800
1237,BSB,BSB,9,4,2400
1238,SP,MCZ,7,4,4200
1239,PMW,FLN,2,3,2400
1240,POA,FLN,4,5,5200
1241,SAO,POA,7,5,2500
1242,REC,BH,7,3,2200
1243,FLN,PMW,8,4,5400
1244,REC,POA,2,3,4600
1245,POA,PMW,4,4,3400
1246,SAO,PMW,2,5,4300
1247,PMW,REC,3,5,5400
1248,POA,REC,2,5,2500
1249,REC,BSB,6,4,2900
1250,SP,PMW,4,3,3300
1251,MCZ,FLN,5,4,2800
1252,SSA,POA,7,3,3000
1253,MCZ,BSB,3,5,5300
1254,SAO,SSA,8,5,4000
1255,FLN,REC,8,3,2400
1256,MCZ,RIO,10,4,2100
1257,SSA,POA,7,3,3100
1258,MCZ,BSB,6,3,4600
1259,POA,FLN,9,5,3800
1260,FLN,SAO,8,4,3300
1261,RIO,SAO,10,5,3600
1262,REC,REC,2,5,3800
1263,SSA,PMW,3,4,3300
1264,BSB,MCZ,5,4,5300
1265,BH,FLN,5,5,4100
1266,RIO,POA,6,4,2000
1267,BH,RIO,7,3,4900
1268,REC,SAO,8,5,2200
1269,POA,SSA,7,4,4900
1270,REC,REC,3,5,3100
1271,BSB,BH,4,5,4700
1272,PMW,BSB,5,5,5600
1273,PMW,SSA,7,3,3500
1274,RIO,REC,7,4,5000
1275,SP,RIO,10,4,5100
1276,SSA,SAO,10,5,3000
1277,BH,MCZ,2,3,3800
1278,RIO,BSB,4,5,2400
1279,MCZ,POA,2,5,3500
1280,BH,RIO,3,4,5500
1281,POA,SSA,6,4,2700
1282,BSB,PMW,5,3,2200
1283,MCZ,REC,10,3,2000
1284,PMW,FLN,9,5,3300
1285,SSA,PMW,2,5,4500
1286,MCZ,PMW,9,3,5700
1287,MCZ,REC,4,3,3800
1288,FLN,REC,5,5,2200
1289,BH,POA,8,3,5400
1290,SSA,SAO,4,4,5200
1291,SAO,BH,8,4,5300
1292,SAO,REC,5,5,4500
1293,REC,BSB,3,4,3600
1294,PMW,BH,4,4,2700
1295,MCZ,POA,9,5,5700
1296,SSA,FLN,10,3,3700
1297,SSA,SAO,5,5,2700
1298,BH,POA,6,4,3700
1299,SSA,REC,9,4,4800
1300,BH,MCZ,10,4,5100
1301,BH,BH,5,3,2100
1302,MCZ,FLN,7,3,5500
1303,POA,FLN,3,5,3200
1304,POA,SSA,4,5,3100
1305,MCZ,SSA,7,3,4300
1306,SAO,REC,3,4,4100
1307,PMW,BSB,4,3,2100
1308,SSA,POA,8,3,4200
1309,SAO,MCZ,3,3,4200
1310,FLN,PMW,7,3,4200
1311,RIO,MCZ,4,3,2800
1312,PMW,REC,7,3,2500
1313,PMW,REC,3,3,3700
1314,SP,SAO,3,5,3800
1315,REC,BH,10,5,4300
1316,SAO,REC,8,3,4800
1317,REC,FLN,6,3,2500
1318,POA,BSB,8,5,3800
1319,MCZ,POA,3,5,2300
1320,BH,FLN,9,4,5700
1321,RIO,PMW,4,3,2600
1322,REC,BH,7,3,4500
1323,PMW,MCZ,4,3,4200
1324,FLN,PMW,2,3,4300
1325,POA,MCZ,9,4,4500
1326,MCZ,BH,3,3,2500
1327,PMW,PMW,9,4,4000
1328,BSB,PMW,2,3,5900
1329,SSA,RIO,6,5,2100
1330,BH,RIO,2,3,2100
1331,PMW,BSB,8,5,4100
1332,SP,SAO,6,5,5100
1333,FLN,PMW,6,5,5700
1334,REC,BH,2,5,2400
1335,MCZ,BSB,6,5,5700
1336,SP,RIO,4,5,2900
1337,MCZ,PMW,7,3,5100
1338,POA,FLN,6,4,4700
1339,PMW,FLN,4,4,3100
1340,REC,PMW,9,4,4400
1341,SSA,MCZ,8,4,5400
1342,MCZ,BH,7,3,2800
1343,FLN,MCZ,10,3,5500
1344,POA,BH,10,5,4100
1345,POA,REC,3,5,3000
1346,BSB,PMW,3,3,3200
1347,FLN,POA,5,4,2100
1348,SP,SSA,4,5,3300
1349,RIO,PMW,3,4,3200
1350,REC,BH,2,3,4500
1351,SP,POA,8,5,2800
1352,SP,FLN,4,3,4000
1353,MCZ,BSB,10,5,4300
1354,BSB,BH,10,4,3400
1355,FLN,POA,2,4,5300
1356,REC,SSA,2,4,4900
1357,RIO,FLN,5,5,3300
1358,POA,BSB,4,5,3000
1359,SAO,REC,8,5,3200
1360,POA,SAO,8,4,2700
1361,REC,POA,10,3,2200
1362,PMW,MCZ,10,4,4300
1363,SSA,PMW,10,4,3700
1364,REC,SSA,3,5,2000
1365,BSB,SAO,2,5,2000
1366,REC,REC,10,4,5800
1367,SP,PMW,6,5,4100
1368,RIO,BSB,7,3,2700
1369,MCZ,FLN,10,3,3800
1370,BSB,PMW,9,5,2200
1371,RIO,POA,9,3,4200
1372,SAO,BSB,6,5,5900
1373,FLN,BH,6,4,3800
1374,RIO,MCZ,5,3,5900
1375,MCZ,MCZ,3,5,4800
1376,FLN,RIO,3,5,5800
1377,BH,PMW,2,4,3500
1378,BSB,SSA,6,4,5400
1379,SSA,REC,4,3,2100
1380,PMW,MCZ,10,5,5400
1381,SP,FLN,6,5,3600
1382,POA,SSA,5,5,3400
1383,REC,PMW,6,5,2900
1384,BSB,REC,7,4,4500
1385,REC,RIO,6,4,3700
1386,BSB,POA,2,4,2100
1387,BH,FLN,9,3,3300
1388,PMW,PMW,2,3,4800
1389,SAO,POA,2,4,2100
1390,SAO,FLN,3,4,4200
1391,MCZ,PMW,5,5,2500
1392,POA,RIO,9,4,3500
1393,SP,RIO,9,3,4400
1394,MCZ,FLN,9,5,5400
1395,REC,PMW,10,3,4600
1396,SP,BSB,10,4,2600
1397,SSA,SAO,5,4,2400
1398,MCZ,PMW,6,3,3600
1399,SP,BSB,2,3,2900
1400,BH,SAO,5,3,5600
1401,PMW,SAO,10,4,5900
1402,SAO,MCZ,2,3,5300
1403,SSA,BSB,9,4,5100
1404,BH,SAO,10,4,4300
1405,FLN,PMW,10,4,4700
1406,PMW,SAO,4,3,3100
1407,MCZ,RIO,5,5,5700
1408,BH,PMW,6,4,4400
1409,PMW,PMW,3,5,5000
1410,BSB,PMW,3,5,3900
1411,SSA,PMW,5,5,2800
1412,REC,MCZ,6,5,3200
1413,MCZ,MCZ,9,5,3000
1414,PMW,SAO,3,5,3800
1415,REC,PMW,7,4,5100
1416,BSB,REC,6,3,5300
1417,BSB,RIO,9,3,5900
1418,RIO,RIO,7,4,3400
1419,POA,BH,9,5,5500
1420,PMW,MCZ,5,3,2600
1421,SAO,SSA,7,3,5600
1422,POA,REC,5,5,4600
1423,FLN,FLN,10,4,3700
1424,RIO,POA,8,4,3000
1425,BH,PMW,10,5,4100
1426,SSA,POA,7,4,2000
1427,PMW,PMW,8,4,4400
1428,PMW,POA,10,5,2700
1429,REC,SSA,4,4,4000
1430,BSB,BH,6,4,3900
1431,MCZ,BH,10,3,5300
1432,BH,FLN,7,4,2400
1433,PMW,POA,4,4,2300
1434,RIO,REC,10,5,4200
1435,SP,PMW,9,4,3700
1436,BSB,BSB,5,4,5400
1437,POA,PMW,3,5,3200
1438,BH,BSB,7,5,5100
1439,RIO,BSB,8,5,3100
1440,SP,BSB,7,3,4500
1441,SAO,RIO,8,3,5500
1442,MCZ,REC,5,3,2900
1443,FLN,PMW,2,3,5400
1444,FLN,MCZ,8,3,3400
1445,SSA,BH,8,3,5300
1446,SAO,FLN,5,3,4900
1447,REC,PMW,3,4,5600
1448,SSA,MCZ,5,4,5200
1449,FLN,PMW,3,5,3600
1450,POA,PMW,3,5,2900
1451,SP,POA,8,4,5600
1452,PMW,FLN,2,4,3900
1453,SAO,REC,9,5,2300
1454,SP,BSB,8,5,5500
1455,BSB,REC,10,5,5200
1456,SSA,PMW,5,5,2800
1457,BH,PMW,6,3,5500
1458,PMW,BH,3,5,4600
1459,RIO,MCZ,4,3,5200
1460,FLN,MCZ,7,5,3900
1461,BSB,REC,2,5,5100
1462,SSA,BSB,4,4,5800
1463,SAO,POA,10,5,2500
1464,SP,RIO,2,3,4600
1465,MCZ,BSB,3,5,3200
1466,BSB,SAO,10,4,5000
1467,MCZ,MCZ,7,3,2500
1468,PMW,POA,8,4,5700
1469,SP,MCZ,9,3,4800
1470,POA,MCZ,5,5,5400
1471,FLN,BSB,2,5,2600
1472,MCZ,BSB,6,4,4000
1473,PMW,SSA,7,4,4900
1474,SSA,BH,7,4,3800
1475,FLN,BH,6,5,2100
1476,BSB,FLN,9,3,4900
1477,SAO,BSB,2,4,5600
1478,SP,REC,2,3,5900
1479,BH,SAO,3,5,2200
1480,REC,MCZ,3,5,5000
1481,BSB,RIO,10,4,4800
1482,SP,BSB,2,4,2300
1483,FLN,RIO,10,4,4500
1484,SSA,PMW,3,4,5000
1485,BSB,BSB,2,5,4500
1486,BH,MCZ,5,5,3000
1487,BH,MCZ,6,4,4900
1488,RIO,SSA,10,4,2000
1489,BH,BH,10,4,4000
1490,BSB,FLN,3,4,4800
1491,MCZ,REC,4,4,4000
1492,POA,MCZ,8,4,5100
1493,BSB,SSA,10,4,2200
1494,FLN,FLN,6,3,3000
1495,BH,REC,2,3,4000
1496,MCZ,PMW,3,3,5200
1497,SAO,FLN,4,5,3000
1498,FLN,PMW,4,3,4200
1499,FLN,SSA,2,5,3500
1500,SAO,REC,8,3,4600
1501,BSB,PMW,2,5,3100
1502,SP,BH,9,5,4200
1503,BSB,FLN,8,5,5400
1504,REC,PMW,7,3,4800
1505,SSA,PMW,3,4,2800
1506,SAO,BSB,4,4,5700
1507,POA,SAO,7,3,3000
1508,BSB,BSB,9,3,3500
1509,SSA,BSB,3,4,3900
1510,SSA,MCZ,4,3,2800
1511,PMW,MCZ,7,3,3800
1512,BH,REC,2,3,3900
1513,BH,SAO,9,4,5800
1514,SSA,RIO,9,3,2700
1515,SSA,POA,8,3,2800
1516,SSA,RIO,10,4,2000
1517,MCZ,FLN,10,5,3300
1518,SSA,BSB,6,3,2400
1519,PMW,PMW,10,3,4600
1520,FLN,REC,9,3,3200
1521,SSA,MCZ,5,3,4900
1522,RIO,PMW,8,5,4600
1523,POA,BSB,3,4,5500
1524,SP,POA,7,4,2200
1525,FLN,PMW,3,4,3100
1526,MCZ,REC,2,3,3200
1527,PMW,FLN,5,5,4000
1528,RIO,BH,3,5,3100
1529,PMW,SAO,9,4,4800
1530,RIO,RIO,9,5,3900
1531,FLN,POA,2,4,5800
1532,REC,BSB,9,3,4400
1533,MCZ,PMW,4,3,2400
1534,SP,BSB,10,5,2400
1535,RIO,BSB,9,4,2900
1536,BSB,POA,6,3,3200
1537,BSB,FLN,6,5,2800
1538,SP,FLN,7,3,3200
1539,POA,SSA,4,4,5500
1540,PMW,POA,2,3,3500
1541,REC,PMW,4,3,4400
1542,RIO,SSA,4,3,3600
1543,REC,PMW,7,3,3600
1544,FLN,PMW,10,4,3300
1545,PMW,PMW,2,5,2200
1546,BH,REC,2,4,4400
1547,FLN,SAO,10,4,3100
1548,REC,REC,3,3,5600
1549,SSA,PMW,10,3,5000
1550,PMW,RIO,9,4,3300
1551,BSB,FLN,8,4,2300
1552,FLN,PMW,3,5,3600
1553,FLN,MCZ,8,3,2400
1554,REC,SAO,6,5,4800
1555,SP,MCZ,7,5,2800
1556,PMW,SAO,7,5,5100
1557,RIO,REC,10,3,5500
1558,SP,REC,9,3,4900
1559,BH,FLN,10,3,5200
1560,BSB,SAO,5,4,4300
1561,PMW,RIO,4,5,4500
1562,PMW,REC,7,3,3500
1563,POA,PMW,10,3,5200
1564,POA,PMW,6,3,3000
1565,BH,POA,9,4,5600
1566,FLN,SSA,5,3,5100
1567,SP,POA,2,5,3900
1568,MCZ,BH,6,5,5200
1569,BH,REC,2,3,3400
1570,SAO,RIO,2,3,5200
1571,SSA,POA,8,5,5400
1572,SAO,PMW,3,5,2300
1573,SAO,PMW,2,4,3000
1574,MCZ,BH,4,5,5700
1575,PMW,BH,3,5,2100
1576,PMW,RIO,9,5,5800
1577,REC,FLN,4,4,5700
1578,SAO,POA,4,3,4000
1579,RIO,PMW,5,3,2800
1580,SSA,SAO,6,5,4200
1581,BH,MCZ,2,3,3200
1582,REC,BSB,2,4,5200
1583,FLN,RIO,8,3,5600
1584,RIO,BH,5,5,2100
1585,REC,FLN,5,3,2100
1586,MCZ,PMW,4,4,3300
1587,MCZ,REC,6,4,4500
1588,BH,POA,10,5,2500
1589,BSB,POA,2,4,3200
1590,BSB,SSA,3,5,5000
1591,BH,PMW,3,4,3000
1592,MCZ,REC,4,3,3700
1593,SSA,RIO,6,5,3200
1594,MCZ,RIO,4,5,4300
1595,MCZ,SAO,3,5,3500
1596,BSB,FLN,2,5,3200
1597,SP,SAO,10,5,4800
1598,BSB,RIO,7,5,2700
1599,RIO,BH,10,4,3600
1600,MCZ,BSB,9,4,5200
1601,RIO,MCZ,9,4,4200
1602,SSA,RIO,6,4,2100
1603,MCZ,BH,10,4,5600
1604,SSA,RIO,9,5,4600
1605,RIO,MCZ,7,5,4300
1606,SP,REC,4,3,4000
1607,SP,POA,7,4,2600
1608,RIO,FLN,5,5,4400
1609,FLN,MCZ,3,4,3700
1610,RIO,PMW,7,5,3400
1611,POA,PMW,9,3,3800
1612,POA,SSA,6,3,5600
1613,BSB,MCZ,5,3,3700
1614,BSB,SAO,8,4,2600
1615,SP,BSB,7,4,5800
1616,BSB,BSB,7,4,3800
1617,MCZ,PMW,8,5,3300
1618,FLN,PMW,9,3,5600
1619,POA,BH,7,4,3800
1620,BH,SAO,7,4,4800
1621,SSA,RIO,6,4,5500
1622,SP,BSB,9,4,3300
1623,FLN,FLN,3,5,3900
1624,SAO,PMW,9,3,4800
1625,BSB,RIO,3,5,2700
1626,SP,POA,8,3,4600
1627,RIO,BSB,6,3,2300
1628,MCZ,FLN,6,4,5700
1629,RIO,PMW,4,3,2400
1630,REC,PMW,10,5,2500
1631,MCZ,PMW,6,4,4500
1632,BSB,BH,5,5,5300
1633,BH,RIO,7,5,2100
1634,RIO,REC,8,4,3000
1635,SAO,PMW,8,3,3000
1636,REC,POA,8,4,3900
1637,SSA,BH,4,5,2200
1638,FLN,PMW,8,3,4400
1639,RIO,POA,10,5,2400
1640,BSB,FLN,7,3,5700
1641,SP,PMW,7,3,5500
1642,POA,RIO,8,3,5000
1643,FLN,RIO,8,4,3000
1644,PMW,BH,4,4,2600
