Cliente,Saída,Chegada,Estadia (em dias),Estrelas,Orçamento (em reais)
4870,RIO,MCZ,18,1,9770
4871,BH,RIO,3,1,8363
4872,SP,MCZ,10,3,3089
4873,SP,BH,17,3,3175
4874,BH,FLN,5,1,4931
4875,SSA,REC,10,2,3978
4876,REC,RIO,10,2,7588
4877,SSA,SAO,14,5,4977
4878,BH,POA,10,5,2138
4879,RIO,PMW,13,5,9630
4880,REC,POA,1,5,4724
4881,BH,FLN,6,2,6243
4882,SAO,MCZ,18,1,2467
4883,FLN,SP,8,1,8737
4884,SP,REC,9,4,5187
4885,FLN,RIO,1,3,6545
4886,SSA,POA,4,2,5750
4887,BSB,BH,18,2,5998
4888,BSB,POA,9,5,9203
4889,REC,PMW,4,4,9407
4890,SSA,SAO,1,3,2788
4891,SSA,FLN,18,5,4442
4892,PMW,POA,16,5,8831
4893,SAO,SSA,20,5,7263
4894,PMW,BSB,18,2,4147
4895,POA,SP,19,4,2809
4896,SP,REC,18,5,5345
4897,SAO,BH,7,5,7364
4898,BH,SAO,19,5,7509
4899,SAO,SP,11,2,6013
4900,SP,SAO,2,2,6034
4901,SSA,BSB,1,3,5698
4902,BSB,RIO,8,3,2131
4903,SAO,MCZ,2,4,7061
4904,POA,FLN,2,2,5852
4905,RIO,BSB,15,3,9200
4906,RIO,BH,20,1,8429
4907,BSB,MCZ,6,5,6014
4908,SAO,MCZ,5,1,9649
4909,FLN,PMW,9,2,2275
4910,RIO,SSA,12,3,7191
4911,REC,SP,12,4,6162
4912,BSB,POA,16,5,4401
4913,SP,PMW,13,1,4188
4914,PMW,SP,1,1,4346
4915,BSB,BH,2,4,4279
4916,BH,REC,4,5,8157
4917,REC,MCZ,3,1,5089
4918,REC,SSA,5,5,5615
4919,REC,SSA,2,4,2537
4920,BH,FLN,10,3,5226
4921,REC,PMW,15,3,5570
4922,MCZ,SP,6,4,9480
4923,PMW,BSB,20,4,4531
4924,BSB,BH,19,5,8815
4925,SSA,SP,12,2,9895
4926,BH,SSA,12,3,9640
4927,SSA,SP,12,4,8301
4928,REC,BSB,4,2,6500
4929,SSA,PMW,6,3,6280
4930,BH,BSB,19,3,5993
4931,SSA,MCZ,14,1,9670
4932,PMW,MCZ,5,4,3084
4933,SSA,POA,12,5,4182
4934,FLN,SSA,15,5,2935
4935,POA,SSA,4,2,7405
4936,MCZ,POA,16,3,9871
4937,MCZ,SP,11,4,9880
4938,SSA,FLN,20,2,2711
4939,RIO,POA,10,1,6847
4940,RIO,REC,15,3,7246
4941,POA,REC,1,2,3591
4942,SP,BSB,13,2,7223
4943,MCZ,SSA,16,5,7471
4944,PMW,RIO,8,1,3118
4945,PMW,SAO,19,1,4629
4946,POA,PMW,20,2,6784
4947,SP,FLN,12,5,4710
4948,SAO,SSA,8,5,5943
4949,SSA,MCZ,6,4,7823
4950,FLN,SSA,14,2,8861
4951,RIO,SAO,18,4,4140
4952,MCZ,SAO,2,3,6862
4953,REC,POA,3,1,2370
4954,SAO,POA,5,1,6004
4955,BH,SP,5,4,8623
4956,SSA,BH,10,5,2717
4957,FLN,POA,11,4,6642
4958,MCZ,BSB,1,2,2703
4959,SP,SAO,8,5,8508
4960,MCZ,RIO,3,3,6339
4961,SP,BSB,10,4,8387
4962,BH,POA,2,1,9471
4963,SSA,BH,4,4,5989
4964,PMW,BSB,19,2,4819
4965,POA,RIO,2,5,9094
4966,MCZ,SP,7,2,5971
4967,SP,BSB,16,4,6180
4968,SSA,MCZ,16,5,8639
4969,REC,FLN,9,1,4343
4970,POA,PMW,4,3,5079
4971,FLN,MCZ,10,3,2609
4972,BH,POA,4,1,4906
4973,SP,SSA,18,4,6102
4974,PMW,FLN,13,4,9844
4975,BH,SAO,10,2,2209
4976,MCZ,POA,11,5,4558
4977,POA,PMW,17,4,5483
4978,PMW,MCZ,5,4,4634
4979,SSA,REC,19,5,6820
4980,MCZ,SAO,8,3,8959
4981,REC,FLN,17,4,4965
4982,BSB,SP,8,3,5332
4983,REC,PMW,9,1,7780
4984,PMW,RIO,6,5,4905
4985,FLN,SAO,4,4,6607
4986,PMW,BSB,3,2,2638
4987,REC,PMW,10,3,3358
4988,RIO,SAO,7,1,6867
4989,SP,POA,14,4,7484
4990,SP,MCZ,2,4,3229
4991,MCZ,SSA,11,1,7452
4992,PMW,SAO,15,4,3136
4993,SSA,REC,2,4,4527
4994,PMW,REC,19,5,2113
4995,POA,BH,12,3,9250
4996,REC,SP,15,1,8375
4997,SP,SAO,7,1,5962
4998,MCZ,BSB,13,1,9558
4999,REC,PMW,6,5,4024
5000,BSB,SSA,4,1,8800
5001,FLN,BSB,17,4,8579
5002,POA,BSB,5,1,2805
5003,POA,FLN,4,2,8092
5004,PMW,SP,15,4,4743
5005,BH,BSB,20,1,5229
5006,MCZ,FLN,6,4,3989
5007,SAO,FLN,19,4,5778
5008,MCZ,SAO,9,3,7621
5009,REC,RIO,10,1,3107
5010,BH,PMW,15,1,2890
5011,SP,FLN,12,3,2116
5012,SP,MCZ,16,2,4199
5013,SAO,BH,11,2,9872
5014,BSB,PMW,11,1,8027
5015,POA,PMW,2,3,6643
5016,SSA,MCZ,7,2,3796
5017,SP,SAO,5,2,6938
5018,MCZ,PMW,20,5,2710
5019,BH,SP,15,5,8154
5020,FLN,SSA,8,1,6704
5021,SP,POA,1,4,5856
5022,REC,SSA,10,4,5920
5023,FLN,BSB,1,5,9553
5024,POA,BSB,9,1,6213
5025,RIO,FLN,17,1,9665
5026,REC,SSA,3,1,8610
5027,SAO,PMW,8,5,3917
5028,REC,POA,9,1,4390
5029,POA,BSB,14,3,7751
5030,REC,SP,8,3,9017
5031,SSA,SP,14,2,4238
5032,SAO,SP,13,4,5745
5033,SP,BH,12,4,6804
5034,BSB,SP,8,5,8857
5035,BSB,SP,16,5,4721
5036,PMW,REC,16,4,8413
5037,BSB,MCZ,9,1,3579
5038,SP,SSA,9,5,6575
5039,RIO,REC,8,1,7334
5040,PMW,POA,4,2,8349
5041,SSA,BH,4,1,8284
5042,REC,FLN,7,3,3623
5043,POA,BH,17,4,6784
5044,PMW,RIO,17,4,7718
5045,FLN,POA,13,3,7915
5046,BH,REC,7,2,5766
5047,PMW,RIO,19,3,5105
5048,BH,POA,4,3,9737
5049,REC,MCZ,10,3,9127
5050,MCZ,SP,13,3,6471
5051,BSB,REC,19,4,8580
5052,FLN,BH,6,4,6907
5053,SSA,POA,14,5,8816
5054,MCZ,BSB,20,4,6251
5055,SAO,MCZ,2,3,9859
5056,SP,POA,10,2,3054
5057,POA,RIO,9,4,3173
5058,PMW,POA,10,5,3130
5059,MCZ,SP,16,4,5952
5060,REC,FLN,4,1,3236
5061,SAO,RIO,16,1,6053
5062,SAO,REC,4,1,2045
5063,SSA,POA,18,4,8784
5064,MCZ,RIO,4,3,4349
5065,BH,RIO,2,5,5877
5066,POA,FLN,2,2,2755
5067,SP,BH,20,3,4524
5068,BSB,REC,8,5,8934
5069,FLN,RIO,10,5,2075
5070,SP,SAO,1,2,7148
5071,RIO,PMW,12,3,9343
5072,SSA,POA,6,2,5659
5073,SAO,PMW,11,1,9245
5074,SSA,SAO,18,4,8034
5075,SSA,REC,12,4,2859
5076,SAO,PMW,18,1,9413
5077,FLN,SAO,19,4,3997
5078,BSB,SP,7,2,5983
5079,SP,MCZ,14,2,2583
5080,FLN,PMW,18,2,9329
5081,POA,REC,10,3,4951
5082,BSB,SSA,3,1,7476
5083,SSA,PMW,1,1,9370
5084,FLN,RIO,13,5,6544
5085,REC,SAO,17,4,9332
5086,SAO,RIO,15,3,2859
5087,SAO,SSA,14,5,9848
5088,MCZ,REC,4,1,3242
5089,SAO,BH,15,4,2464
5090,MCZ,SSA,11,5,6354
5091,RIO,PMW,6,4,9818
5092,FLN,RIO,17,1,9095
5093,RIO,BH,12,2,5405
5094,SP,POA,9,1,4723
5095,BSB,BH,2,3,8351
5096,BH,MCZ,20,5,8482
5097,SSA,PMW,3,1,6844
5098,SAO,PMW,7,2,5136
5099,PMW,MCZ,5,4,5996
5100,SP,SAO,9,5,8117
5101,SP,POA,19,5,3439
5102,PMW,BSB,8,1,5916
5103,REC,RIO,5,4,5852
5104,SAO,BSB,1,2,5238
5105,PMW,BH,16,1,7121
5106,PMW,SAO,11,2,2122
5107,SSA,PMW,3,4,5695
5108,MCZ,SAO,16,1,9693
5109,POA,REC,3,2,5719
5110,REC,SSA,4,5,7564
5111,BH,PMW,19,1,2084
5112,SAO,PMW,1,4,2843
5113,REC,SP,19,4,4111
5114,RIO,SAO,11,2,4110
5115,MCZ,SAO,19,2,4207
5116,BSB,SAO,8,4,6322
5117,BH,POA,16,2,4877
5118,MCZ,PMW,15,4,4084
5119,REC,POA,5,2,5542
5120,SAO,FLN,3,4,5900
5121,FLN,SP,11,1,8933
5122,BH,SP,14,5,6204
5123,BH,RIO,8,1,2593
5124,RIO,BH,2,4,7774
5125,MCZ,BH,2,4,7612
5126,SAO,RIO,19,4,3712
5127,REC,POA,11,2,6377
5128,MCZ,BH,2,3,2872
5129,RIO,BSB,17,2,2333
5130,FLN,REC,17,4,5405
5131,FLN,BSB,17,5,6385
5132,BH,POA,20,4,5934
5133,REC,SAO,10,4,8636
5134,RIO,POA,18,1,8302
5135,PMW,REC,13,2,3348
5136,SAO,REC,12,5,7569
5137,RIO,PMW,1,5,8824
5138,MCZ,SAO,8,1,8351
5139,BSB,PMW,5,5,5717
5140,RIO,REC,2,3,9537
5141,PMW,BSB,7,3,9983
5142,PMW,POA,14,5,7647
5143,MCZ,RIO,3,1,3976
5144,PMW,BH,17,4,9302
5145,SAO,POA,17,3,9025
5146,PMW,BSB,2,1,9827
5147,RIO,SP,7,5,6154
5148,FLN,SP,3,1,9959
5149,FLN,RIO,13,2,5901
5150,SP,RIO,13,3,2189
5151,SSA,BSB,5,2,5457
5152,POA,REC,20,3,7002
5153,FLN,RIO,5,4,7100
5154,MCZ,PMW,7,3,3926
5155,SSA,REC,19,3,3341
5156,SSA,RIO,1,5,6750
5157,MCZ,PMW,2,4,5750
5158,SSA,RIO,5,1,8399
5159,PMW,SSA,12,1,5504
5160,SP,SSA,11,4,6788
5161,SSA,BSB,19,4,8109
5162,FLN,RIO,20,3,7049
5163,SP,SAO,12,5,2325
5164,SAO,REC,9,2,7026
5165,RIO,PMW,20,5,9840
5166,BH,MCZ,16,2,8795
5167,BSB,SP,1,5,5500
5168,MCZ,POA,20,4,8280
5169,BH,RIO,15,2,9532
5170,POA,REC,16,1,4675
5171,POA,RIO,1,3,6324
5172,MCZ,FLN,1,2,5987
5173,SP,SAO,14,3,5468
5174,REC,FLN,14,4,4175
5175,SP,MCZ,17,2,7578
5176,POA,MCZ,7,1,7804
5177,SP,BH,10,4,4754
5178,MCZ,PMW,10,4,3304
5179,POA,SP,7,2,4150
5180,SSA,PMW,20,5,3983
5181,SAO,FLN,4,4,4707
5182,FLN,PMW,10,4,6979
5183,SAO,POA,9,3,4974
5184,RIO,SAO,5,3,4182
5185,REC,PMW,12,5,4353
5186,MCZ,PMW,2,3,9231
5187,SSA,BH,19,2,7963
5188,BSB,RIO,13,4,9812
5189,BH,PMW,17,3,8907
5190,FLN,SP,8,2,7775
5191,REC,SP,9,4,3197
5192,FLN,RIO,15,2,2726
5193,BSB,POA,15,2,7069
5194,SAO,FLN,13,2,3382
5195,FLN,BH,17,1,9014
5196,SAO,PMW,15,5,8198
5197,POA,SSA,16,2,9447
5198,RIO,FLN,5,1,3338
5199,BH,RIO,8,3,4413
5200,BSB,SSA,15,2,6565
5201,SAO,PMW,16,1,8198
5202,PMW,FLN,16,5,7970
5203,SAO,MCZ,4,1,9549
5204,POA,SP,20,2,8007
5205,FLN,SSA,14,1,6609
5206,POA,REC,10,1,5170
5207,RIO,POA,19,5,4310
5208,POA,SAO,7,4,9260
5209,RIO,FLN,18,2,6537
5210,SP,REC,15,1,8254
5211,REC,BSB,7,2,2151
5212,POA,FLN,5,2,3273
5213,BSB,PMW,13,5,8675
5214,MCZ,SAO,15,1,3086
5215,SSA,SAO,11,2,9564
5216,RIO,SSA,7,2,9480
5217,SSA,SP,13,3,8815
5218,REC,SAO,11,4,2332
5219,SAO,POA,19,1,7468
5220,SP,SAO,2,5,2567
5221,SP,MCZ,10,4,9164
5222,SAO,FLN,20,5,2804
5223,MCZ,SAO,12,3,6868
5224,POA,FLN,2,2,8793
5225,REC,SAO,19,4,3870
5226,BSB,POA,17,1,3234
5227,FLN,BH,3,3,8737
5228,RIO,BH,5,3,4486
5229,REC,FLN,12,5,3071
5230,SSA,REC,14,1,4258
5231,BSB,FLN,2,1,2690
5232,REC,SAO,17,3,5352
5233,RIO,PMW,6,2,9934
5234,SSA,BH,6,5,9939
5235,BH,SP,3,1,8950
5236,REC,SSA,1,2,3916
5237,PMW,SP,16,1,7833
5238,REC,SAO,15,3,7291
5239,SP,MCZ,12,1,9888
5240,BSB,FLN,16,2,4904
5241,POA,BH,15,3,9806
5242,REC,BH,4,4,8188
5243,SP,POA,5,4,8376
5244,SSA,MCZ,20,4,4023
5245,MCZ,SAO,19,2,7023
5246,RIO,SAO,4,4,2749
5247,POA,MCZ,9,4,7779
5248,FLN,MCZ,15,2,6095
5249,SAO,FLN,3,1,8389
5250,PMW,FLN,3,4,7476
5251,POA,FLN,2,4,9048
5252,MCZ,SAO,12,5,3114
5253,POA,SAO,6,1,8329
5254,MCZ,SSA,20,2,7708
5255,FLN,PMW,17,4,8307
5256,SSA,BSB,3,5,7792
5257,SP,BH,14,4,2495
5258,REC,BH,4,1,2557
5259,BSB,BH,4,1,3451
5260,RIO,BSB,10,3,9925
5261,POA,RIO,11,2,7558
5262,REC,RIO,2,4,8504
5263,SSA,MCZ,1,1,9571
5264,SAO,REC,3,5,5249
5265,REC,POA,11,4,3007
5266,FLN,PMW,11,3,9920
5267,SAO,POA,20,1,9049
5268,MCZ,POA,13,2,8111
5269,PMW,REC,20,3,5757
5270,FLN,BSB,14,4,6379
5271,REC,SAO,16,4,4437
5272,SAO,PMW,6,5,9045
5273,SSA,BSB,18,5,9408
5274,FLN,BSB,13,2,8477
5275,MCZ,BH,15,2,9992
5276,SP,REC,8,3,8275
5277,BSB,POA,17,3,6069
5278,PMW,REC,5,1,3234
5279,PMW,POA,20,3,6028
5280,POA,SP,1,2,8755
5281,BSB,SP,11,4,4344
5282,SP,PMW,17,1,4494
5283,REC,SP,10,3,3201
5284,REC,POA,14,3,2648
5285,BSB,PMW,16,5,7198
5286,BH,PMW,4,2,6971
5287,REC,BSB,19,3,4961
5288,SAO,FLN,16,4,9667
5289,BSB,FLN,11,3,7203
5290,SAO,BH,13,2,5230
5291,BH,SP,17,5,4457
5292,SP,SAO,16,3,5772
5293,PMW,POA,8,4,6062
5294,MCZ,PMW,6,1,4305
5295,FLN,PMW,14,1,3525
5296,BH,SP,19,4,4856
5297,POA,SSA,8,5,8569
5298,POA,SAO,20,4,5273
5299,SP,MCZ,19,3,5542
5300,FLN,PMW,13,4,8747
5301,POA,PMW,9,5,3980
5302,BH,RIO,3,1,2066
5303,FLN,SP,15,2,3824
5304,SP,RIO,17,5,3134
5305,SP,SSA,6,4,7588
5306,SSA,FLN,14,3,8168
5307,RIO,SSA,9,2,8315
5308,FLN,REC,10,1,4739
5309,REC,SP,15,1,9525
5310,REC,FLN,8,4,8832
5311,FLN,BSB,8,3,9730
5312,FLN,POA,18,4,6971
5313,SP,PMW,4,4,8493
5314,BH,REC,1,5,4506
5315,FLN,PMW,3,5,4615
5316,PMW,BSB,1,5,6048
5317,SP,SAO,19,3,8530
5318,POA,SSA,8,5,9347
5319,BH,FLN,16,1,5725
5320,SAO,SSA,12,4,3141
5321,POA,SP,3,2,2061
5322,BSB,POA,17,5,8089
5323,SAO,REC,20,1,2810
5324,MCZ,SAO,8,5,5917
5325,REC,MCZ,6,5,4185
5326,POA,BH,1,5,7678
5327,REC,BSB,3,1,9869
5328,BSB,POA,12,5,8958
5329,FLN,SSA,1,4,9265
5330,MCZ,BH,19,4,3033
5331,POA,RIO,16,4,3806
5332,BH,REC,12,2,6784
5333,FLN,POA,13,2,4746
5334,REC,SAO,3,3,2864
5335,PMW,REC,17,4,5148
5336,SAO,SP,16,5,4740
5337,SP,POA,13,3,8981
5338,FLN,MCZ,6,2,6516
5339,SP,RIO,2,4,3604
5340,REC,MCZ,16,4,6911
5341,MCZ,REC,8,2,6694
5342,SP,BH,18,3,3114
5343,POA,SP,4,5,7312
5344,FLN,BSB,19,3,4501
5345,BH,FLN,15,2,2802
5346,REC,SAO,6,2,9059
5347,POA,FLN,9,5,6663
5348,MCZ,REC,14,2,4125
5349,SSA,REC,3,4,6956
5350,POA,FLN,15,4,8861
5351,BSB,SAO,10,3,4338
5352,SP,BH,4,1,6622
5353,SSA,MCZ,19,1,7104
5354,SP,PMW,6,2,9274
5355,FLN,PMW,9,1,3408
5356,RIO,MCZ,4,3,7029
5357,SSA,BH,8,2,9819
5358,POA,BSB,1,3,9182
5359,POA,REC,19,3,4762
5360,SAO,PMW,5,3,7258
5361,SP,RIO,10,1,7808
5362,POA,BH,17,1,7306
5363,SP,FLN,3,5,7283
5364,SAO,RIO,6,2,9183
5365,POA,BH,4,5,2849
5366,SSA,FLN,20,4,8469
5367,REC,SAO,17,4,5361
5368,FLN,MCZ,13,4,8082
5369,SSA,BH,14,4,3997
5370,FLN,BH,2,4,9597
5371,BH,BSB,7,1,7188
5372,FLN,SP,12,4,7173
5373,PMW,BSB,18,2,3370
5374,BSB,REC,4,2,2831
5375,POA,MCZ,12,2,7391
5376,SSA,PMW,4,3,9409
5377,SP,POA,10,3,4291
5378,BSB,RIO,1,2,8907
5379,SAO,MCZ,4,2,3325
5380,SSA,BSB,14,1,5902
5381,SP,PMW,12,5,6929
5382,MCZ,PMW,17,1,7883
5383,BH,POA,5,2,3791
5384,RIO,BH,10,1,9497
5385,MCZ,SSA,10,4,3521
5386,SAO,BSB,5,5,6976
5387,POA,REC,3,3,3041
5388,RIO,REC,16,1,7274
5389,BSB,FLN,3,4,9629
5390,RIO,PMW,5,2,5300
5391,PMW,RIO,14,3,9639
5392,BSB,SAO,17,5,7785
5393,BSB,SP,6,2,6372
5394,SP,FLN,14,1,3100
5395,PMW,RIO,13,2,2522
5396,POA,FLN,3,3,8093
5397,SSA,REC,10,3,9532
5398,FLN,SAO,19,3,5089
5399,SSA,SP,6,2,7048
5400,PMW,SP,17,5,5908
5401,RIO,REC,9,4,3444
5402,REC,BH,12,1,9702
5403,FLN,POA,3,3,8349
5404,SSA,SP,17,1,8319
5405,REC,POA,12,3,8609
5406,SSA,POA,10,1,4891
5407,PMW,FLN,12,1,7193
5408,REC,SP,15,5,8674
5409,SSA,SP,10,3,5253
5410,BH,MCZ,9,3,4740
5411,REC,POA,13,4,9392
5412,BSB,PMW,18,2,4038
5413,FLN,BSB,11,5,5361
5414,RIO,SSA,4,2,5874
5415,BH,RIO,6,3,2180
5416,REC,FLN,6,2,5870
5417,FLN,MCZ,11,4,9010
5418,PMW,MCZ,15,4,5028
5419,REC,BH,6,4,8100
5420,FLN,PMW,16,4,3397
5421,SAO,SP,5,3,4666
5422,SP,PMW,15,3,6148
5423,REC,FLN,18,5,2786
5424,SAO,BSB,9,2,3341
5425,MCZ,SSA,2,3,3041
5426,FLN,BSB,10,3,5578
5427,SSA,FLN,9,2,9724
5428,SP,REC,11,4,8163
5429,FLN,SP,20,5,4304
5430,BSB,BH,9,1,8177
5431,MCZ,BH,16,1,8831
5432,SSA,FLN,19,2,4352
5433,POA,BSB,14,1,6737
5434,RIO,BSB,3,2,8079
5435,POA,PMW,12,4,2303
5436,SP,BSB,20,1,6860
5437,PMW,RIO,15,3,2925
5438,SSA,BH,16,5,5489
5439,REC,SP,18,2,4338
5440,RIO,POA,1,4,2180
5441,SP,FLN,12,4,9171
5442,SSA,RIO,14,3,2400
5443,FLN,POA,20,5,4143
5444,POA,BH,13,3,6489
5445,MCZ,SAO,19,5,5382
5446,RIO,REC,3,4,7767
5447,FLN,RIO,3,4,5576
5448,FLN,BH,16,5,4572
5449,POA,RIO,12,1,7579
5450,RIO,POA,12,2,2475
5451,PMW,MCZ,13,2,3457
5452,FLN,MCZ,7,3,7650
5453,PMW,RIO,17,4,3754
5454,POA,MCZ,2,5,8826
5455,RIO,SP,9,2,4614
5456,PMW,POA,8,2,5347
5457,POA,REC,4,2,2465
5458,BH,REC,6,5,6719
5459,PMW,MCZ,8,5,5577
5460,PMW,MCZ,4,4,7942
5461,POA,RIO,14,2,5404
5462,POA,FLN,13,3,7075
5463,BSB,SAO,4,3,7715
5464,SP,MCZ,5,3,4154
5465,SSA,FLN,13,4,9630
5466,PMW,BH,8,1,3561
5467,SAO,SP,10,1,4469
5468,BSB,SAO,17,5,7331
5469,MCZ,RIO,12,5,4094
5470,REC,BH,3,5,8589
5471,BH,RIO,5,5,5520
5472,BSB,FLN,3,5,9554
5473,POA,REC,3,1,9030
5474,SSA,FLN,18,5,7424
5475,REC,SSA,17,2,7145
5476,BH,SP,6,2,8607
5477,SP,RIO,13,3,9363
5478,SAO,POA,3,2,5053
5479,SAO,BH,8,2,4612
5480,MCZ,FLN,13,4,4974
5481,FLN,RIO,14,1,4455
5482,REC,SAO,8,4,6166
5483,REC,RIO,1,5,5178
5484,SAO,POA,7,2,3516
5485,SAO,BH,19,4,3685
5486,POA,PMW,10,3,2516
5487,BH,SSA,16,4,8482
5488,REC,SSA,3,4,9383
5489,BSB,RIO,8,2,5460
5490,FLN,REC,7,5,9871
5491,REC,RIO,14,4,5213
5492,MCZ,BSB,9,5,5821
5493,MCZ,BSB,20,3,2250
5494,REC,SAO,1,5,8137
5495,MCZ,RIO,12,5,8572
5496,FLN,SP,12,2,2245
5497,FLN,REC,14,4,2238
5498,BH,REC,12,1,2682
5499,PMW,REC,11,5,8892
5500,REC,SP,3,3,8350
5501,SP,REC,11,1,5871
5502,PMW,SP,1,2,4481
5503,RIO,REC,20,3,6022
5504,POA,REC,5,4,4735
5505,SSA,SAO,12,3,6518
5506,SAO,BH,16,3,3251
5507,MCZ,BSB,2,4,3852
5508,BSB,SSA,3,3,4140
5509,MCZ,BSB,3,5,3456
5510,SP,FLN,1,4,6234
5511,POA,MCZ,3,5,4226
5512,MCZ,SSA,11,5,4127
5513,SP,SAO,13,5,5377
5514,SP,MCZ,5,4,4363
5515,SAO,MCZ,6,5,2669
5516,FLN,MCZ,4,4,6012
5517,MCZ,RIO,10,2,5011
5518,FLN,RIO,6,3,5662
5519,POA,BH,5,5,5992
5520,MCZ,SSA,3,2,2702
5521,RIO,MCZ,3,4,8201
5522,PMW,BSB,4,2,8002
5523,RIO,POA,19,1,7213
5524,BH,MCZ,11,5,3604
5525,BH,REC,13,5,5368
5526,SAO,MCZ,7,3,5448
5527,RIO,REC,13,2,8155
5528,FLN,SSA,14,3,7710
5529,REC,POA,3,3,2236
5530,SSA,PMW,20,3,6418
5531,BH,RIO,15,3,4050
5532,PMW,SP,4,2,6077
5533,PMW,MCZ,12,4,3152
5534,RIO,SP,13,4,6901
5535,SAO,MCZ,12,4,9804
5536,SSA,SAO,5,5,2079
5537,SSA,BH,2,1,7119
5538,SAO,SSA,4,4,8413
5539,MCZ,POA,14,4,5268
5540,BSB,REC,1,1,7292
5541,POA,BH,4,5,4647
5542,SAO,SSA,12,4,9521
5543,MCZ,PMW,1,5,7430
5544,POA,BSB,11,4,6458
5545,FLN,SAO,18,1,6057
5546,RIO,SSA,9,5,4207
5547,SP,SSA,17,2,8343
5548,REC,SAO,7,3,3160
5549,SSA,BH,18,2,6393
5550,SSA,BSB,16,3,8540
5551,SAO,RIO,12,2,5194
5552,SP,SSA,17,5,5069
5553,BSB,SP,3,1,4081
5554,BH,REC,14,2,8822
5555,SSA,BSB,4,1,6861
5556,REC,BH,3,5,4461
5557,SSA,PMW,8,3,9532
5558,BH,MCZ,12,4,2874
5559,SSA,FLN,4,3,5809
5560,FLN,SAO,20,2,5321
5561,PMW,SSA,8,3,9647
5562,FLN,SSA,5,3,3806
5563,SSA,RIO,20,5,7588
5564,SSA,BH,5,3,7761
5565,RIO,POA,4,1,2269
5566,SP,BH,19,3,3124
5567,BSB,MCZ,5,1,5943
5568,SSA,SP,15,5,3321
5569,BSB,RIO,8,5,6782
5570,MCZ,SAO,1,2,8114
5571,POA,SSA,7,4,7380
5572,REC,BH,18,3,4196
5573,SSA,REC,18,1,4899
5574,BSB,MCZ,4,5,7234
5575,POA,REC,10,5,5858
5576,BH,POA,1,3,6910
5577,FLN,SSA,20,2,7615
5578,PMW,SP,11,1,7203
5579,RIO,POA,12,4,2382
5580,PMW,REC,15,3,5159
5581,BSB,REC,3,4,7901
5582,BSB,MCZ,1,5,4238
5583,FLN,REC,11,4,3947
5584,SP,RIO,19,1,6854
5585,PMW,SSA,14,4,9919
5586,SAO,PMW,18,3,9242
5587,BH,RIO,18,4,2637
5588,RIO,FLN,13,5,4577
5589,REC,SP,18,4,9231
5590,MCZ,POA,18,3,9118
5591,SAO,BSB,17,2,4243
5592,SSA,SAO,12,4,2256
5593,FLN,PMW,15,3,9807
5594,FLN,BSB,5,2,7656
5595,BH,SSA,7,2,3205
5596,MCZ,REC,13,1,8530
5597,FLN,RIO,5,2,8092
5598,RIO,POA,10,2,5785
5599,SAO,REC,12,4,9596
5600,MCZ,RIO,15,3,2909
5601,BSB,REC,17,4,3469
5602,MCZ,RIO,9,5,8677
5603,MCZ,REC,14,3,6706
5604,BH,BSB,11,1,8264
5605,BH,SAO,7,5,5732
5606,BSB,REC,12,5,5722
5607,SSA,PMW,14,5,5994
5608,RIO,SAO,11,2,6281
5609,BSB,FLN,10,2,2959
5610,SAO,FLN,14,3,6651
5611,POA,SP,2,3,9334
5612,BH,SSA,10,3,3863
5613,MCZ,PMW,12,1,7540
5614,SAO,BH,11,3,2822
5615,MCZ,POA,17,3,8021
5616,MCZ,BSB,1,4,2873
5617,BH,SAO,4,5,9669
5618,BSB,PMW,1,1,3650
5619,BH,POA,13,4,2919
5620,SP,SAO,1,2,6241
5621,REC,MCZ,2,4,9661
5622,REC,SSA,7,4,2343
5623,SAO,PMW,13,2,6765
5624,SSA,POA,6,4,4793
5625,SP,POA,19,3,4389
5626,PMW,SSA,1,1,3564
5627,SP,FLN,20,2,9691
5628,FLN,SSA,14,5,8014
5629,MCZ,BSB,14,3,9515
5630,REC,SAO,12,5,7431
5631,REC,SAO,5,3,9208
5632,FLN,BSB,12,4,8948
5633,BH,MCZ,6,2,5132
5634,SAO,RIO,5,5,9558
5635,SP,BSB,7,4,3242
5636,REC,RIO,8,2,4137
5637,SAO,MCZ,6,4,4550
5638,MCZ,BSB,10,2,7502
5639,RIO,BSB,11,1,5592
5640,PMW,SP,11,1,3177
5641,POA,FLN,19,1,8433
5642,REC,SAO,8,3,5310
5643,PMW,SP,1,5,3599
5644,FLN,BH,4,2,4182
5645,BH,PMW,12,3,4976
5646,POA,SP,20,5,3441
5647,FLN,BH,6,1,4536
5648,BSB,FLN,16,1,9099
5649,BH,SSA,8,5,4938
5650,MCZ,BSB,16,2,7461
5651,PMW,BSB,17,2,7263
5652,RIO,BSB,13,3,9651
5653,SAO,REC,12,4,5578
5654,SP,BH,4,2,6375
5655,RIO,POA,2,2,2069
5656,BSB,PMW,2,1,8461
5657,FLN,REC,6,3,6166
5658,SP,REC,5,5,8393
5659,BH,SAO,7,1,4897
5660,POA,BSB,9,2,8164
5661,PMW,POA,15,2,8735
5662,SP,POA,9,4,7771
5663,REC,FLN,11,4,4998
5664,RIO,MCZ,16,5,2380
5665,SP,SSA,5,2,2629
5666,SSA,REC,4,1,4100
5667,SAO,BSB,9,5,7406
5668,RIO,SSA,12,3,3703
5669,BH,FLN,17,4,4373
5670,RIO,SP,13,2,5332
