Cliente,Saída,Chegada,Estadia (em dias),Estrelas,Orçamento (em reais)
2555,FLN,SAO,12,3,8511
2556,SSA,REC,20,5,5347
2557,POA,REC,15,3,8656
2558,FLN,MCZ,2,1,2745
2559,POA,SAO,2,5,3711
2560,FLN,BH,3,3,5585
2561,SSA,BSB,9,5,5456
2562,POA,MCZ,10,4,4360
2563,BSB,MCZ,17,1,2699
2564,MCZ,FLN,18,5,8893
2565,REC,SP,14,2,6215
2566,SAO,MCZ,17,2,7987
2567,REC,SP,5,1,2816
2568,RIO,REC,13,4,9153
2569,SAO,BSB,5,2,5378
2570,BSB,REC,19,2,9579
2571,BSB,SAO,4,4,8008
2572,FLN,BH,3,4,3416
2573,BSB,BH,5,1,7202
2574,BSB,SAO,9,4,4637
2575,SP,BSB,8,3,5848
2576,RIO,BH,5,5,4181
2577,RIO,SP,12,2,8544
2578,MCZ,BH,4,4,2153
2579,SSA,FLN,5,2,7926
2580,RIO,BSB,9,4,9728
2581,MCZ,REC,6,1,3730
2582,SAO,BSB,18,1,2101
2583,SSA,REC,15,4,7916
2584,BSB,REC,13,5,8694
2585,SAO,POA,15,2,9624
2586,FLN,REC,1,4,5628
2587,MCZ,BSB,14,1,7702
2588,FLN,REC,1,2,2132
2589,SP,SSA,11,5,2429
2590,MCZ,SP,1,2,6585
2591,BSB,POA,11,4,4669
2592,RIO,BSB,16,5,3432
2593,RIO,SSA,17,1,4368
2594,SP,BSB,16,2,8378
2595,BH,SSA,12,4,6931
2596,POA,BH,10,5,6772
2597,SAO,SSA,20,2,7886
2598,SAO,POA,4,3,6506
2599,SP,REC,11,2,8137
2600,POA,PMW,13,4,3232
2601,SSA,REC,3,3,8067
2602,FLN,SSA,18,1,3457
2603,MCZ,SSA,12,5,6899
2604,RIO,PMW,18,3,5029
2605,SSA,BH,5,2,3219
2606,FLN,POA,4,1,4278
2607,MCZ,BSB,17,3,8212
2608,MCZ,SP,10,2,3765
2609,SP,REC,16,5,8152
2610,SAO,POA,19,5,2737
2611,FLN,SSA,11,5,3596
2612,SSA,PMW,14,4,9698
2613,REC,SP,14,3,4448
2614,SP,PMW,10,1,2633
2615,FLN,BSB,5,4,9091
2616,PMW,POA,11,5,4100
2617,REC,SP,15,5,9855
2618,FLN,POA,16,5,9210
2619,SP,REC,9,1,9061
2620,REC,SAO,18,3,5960
2621,SSA,REC,3,2,7713
2622,MCZ,REC,3,3,9349
2623,RIO,BSB,3,2,7200
2624,SAO,REC,18,4,6926
2625,BH,SP,18,5,6486
2626,PMW,SSA,15,3,2641
2627,SAO,SP,18,2,7401
2628,POA,BSB,10,1,4071
2629,RIO,SP,2,4,5449
2630,FLN,SP,1,5,8101
2631,BSB,SP,8,1,6792
2632,SP,BH,5,2,6777
2633,MCZ,SSA,8,1,7313
2634,SP,MCZ,15,1,4351
2635,POA,MCZ,17,5,7375
2636,MCZ,PMW,17,2,2511
2637,BH,PMW,12,1,9650
2638,SAO,MCZ,11,5,5290
2639,SP,PMW,8,5,5344
2640,BH,RIO,15,2,8010
2641,SSA,SAO,17,3,3091
2642,SP,SSA,15,4,8130
2643,FLN,SSA,20,5,2333
2644,SAO,RIO,5,4,3134
2645,PMW,SP,15,5,2194
2646,SP,FLN,14,2,3474
2647,FLN,BH,4,4,8564
2648,SP,BSB,20,1,3250
2649,SSA,RIO,5,4,9231
2650,BH,PMW,7,2,7481
2651,FLN,REC,12,1,2054
2652,PMW,SAO,3,2,4796
2653,SAO,RIO,5,1,8323
2654,MCZ,REC,5,4,6098
2655,PMW,SAO,11,3,9240
2656,SP,SSA,12,4,8132
2657,SP,BSB,18,1,7223
2658,REC,RIO,15,4,8350
2659,SP,BSB,20,3,9768
2660,POA,BH,3,2,2542
2661,SAO,FLN,10,1,9157
2662,SAO,PMW,10,3,7875
2663,PMW,BH,20,1,2335
2664,SP,SSA,4,1,7680
2665,MCZ,SAO,3,5,4805
2666,RIO,FLN,5,5,9428
2667,REC,MCZ,1,1,5500
2668,BH,SSA,11,1,5840
2669,MCZ,PMW,7,5,8031
2670,MCZ,REC,13,1,7994
2671,FLN,REC,16,1,5845
2672,PMW,SAO,6,2,3779
2673,PMW,SP,14,1,3916
2674,REC,MCZ,12,5,6284
2675,MCZ,BH,7,3,5622
2676,REC,BSB,12,2,6031
2677,SAO,BSB,13,3,5895
2678,REC,FLN,20,1,9540
2679,BSB,REC,3,1,3781
2680,POA,RIO,2,5,5760
2681,RIO,REC,10,4,4777
2682,BH,POA,12,5,2864
2683,BH,PMW,8,5,8483
2684,BH,BSB,20,3,6780
2685,RIO,POA,13,2,9517
2686,RIO,POA,7,2,8597
2687,SAO,SP,7,1,3682
2688,BSB,SAO,8,1,9350
2689,FLN,SSA,3,5,3637
2690,SP,SAO,12,5,8865
2691,SAO,RIO,11,5,6823
2692,SAO,POA,15,5,3813
2693,REC,FLN,15,3,7816
2694,MCZ,POA,7,1,4856
2695,FLN,RIO,8,3,6094
2696,SAO,BSB,16,2,7316
2697,REC,FLN,7,5,7922
2698,BH,PMW,6,2,8920
2699,SSA,BSB,13,3,7137
2700,SAO,RIO,12,2,4652
2701,MCZ,SSA,17,3,5675
2702,BSB,BH,12,4,2668
2703,POA,BH,20,4,8666
2704,POA,SP,4,2,3433
2705,POA,SP,3,3,3849
2706,REC,SSA,15,1,8001
2707,RIO,SP,12,4,4878
2708,REC,SSA,17,2,6234
2709,FLN,REC,14,4,6331
2710,SP,SSA,3,3,9682
2711,PMW,FLN,7,1,3816
2712,REC,BSB,2,4,2788
2713,POA,MCZ,4,4,5654
2714,FLN,RIO,9,1,5545
2715,SSA,POA,8,1,8061
2716,SP,PMW,4,4,9528
2717,BSB,REC,9,3,4269
2718,PMW,SSA,9,5,7834
2719,BH,BSB,9,5,2866
2720,FLN,BH,2,4,3165
2721,PMW,MCZ,2,2,9048
2722,SAO,BH,2,1,9893
2723,SSA,BH,14,5,7008
2724,SP,RIO,17,4,7581
2725,BSB,SAO,6,1,8976
2726,SAO,SSA,17,1,2703
2727,RIO,BH,15,4,7482
2728,SAO,SSA,19,3,8341
2729,MCZ,SAO,4,4,5885
2730,POA,REC,1,5,7672
2731,SAO,POA,17,5,8174
2732,SSA,RIO,19,3,4501
2733,SSA,REC,3,4,7592
2734,SP,FLN,12,1,7025
2735,FLN,BSB,4,2,2732
2736,BH,SP,20,4,9181
2737,REC,SSA,1,3,4954
2738,POA,RIO,13,2,8460
2739,SAO,BH,2,1,4248
2740,BSB,BH,11,2,2460
2741,BSB,BH,13,2,8295
2742,SSA,SP,6,5,4827
2743,REC,SSA,3,4,9827
2744,PMW,SSA,5,4,8962
2745,SSA,SP,1,1,9156
2746,MCZ,SSA,19,5,4993
2747,SAO,MCZ,17,2,7919
2748,BSB,BH,18,2,6637
2749,REC,POA,10,4,9679
2750,REC,PMW,12,4,8285
2751,MCZ,PMW,9,3,9242
2752,BH,SSA,11,2,5913
2753,SAO,SSA,9,1,2010
2754,SSA,SAO,11,4,4813
2755,PMW,BH,1,5,3114
2756,BSB,FLN,16,4,3768
2757,SAO,BSB,6,4,5415
2758,SSA,FLN,2,4,9250
2759,BSB,MCZ,18,5,5213
2760,BSB,SAO,11,4,5238
2761,RIO,POA,5,2,2372
2762,BSB,SSA,20,2,5688
2763,FLN,SAO,15,4,2308
2764,PMW,SP,11,2,9461
2765,BH,FLN,18,4,9190
2766,SP,MCZ,4,1,8694
2767,POA,FLN,20,2,2204
2768,MCZ,RIO,1,1,3544
2769,RIO,POA,15,2,2882
2770,SAO,RIO,11,5,7331
2771,PMW,SSA,11,1,4467
2772,BH,REC,18,4,2633
2773,POA,RIO,10,1,6206
2774,RIO,POA,15,3,7113
2775,RIO,REC,15,2,9921
2776,SAO,PMW,6,1,6049
2777,BH,MCZ,19,2,2286
2778,FLN,POA,18,3,4822
2779,REC,SAO,9,3,4125
2780,BH,FLN,3,3,2264
2781,SAO,BSB,16,4,3691
2782,PMW,BSB,2,3,2940
2783,BH,SAO,20,1,8842
2784,REC,BH,17,2,8152
2785,FLN,SP,10,3,9382
2786,SSA,RIO,19,4,6162
2787,FLN,BH,5,3,5960
2788,BSB,PMW,14,3,3297
2789,BSB,RIO,2,1,8930
2790,SSA,FLN,7,1,9439
2791,REC,POA,10,1,6351
2792,SP,PMW,8,5,2900
2793,PMW,POA,7,3,2813
2794,SP,SAO,6,1,9802
2795,SAO,BH,6,5,5247
2796,MCZ,PMW,6,3,5137
2797,RIO,BH,20,4,7563
2798,PMW,SP,2,4,4695
2799,SAO,PMW,2,4,5066
2800,REC,POA,8,5,4958
2801,BH,PMW,10,2,9617
2802,BH,POA,15,2,4512
2803,POA,BSB,1,5,7859
2804,PMW,BSB,2,1,3908
2805,BSB,FLN,9,4,7441
2806,PMW,REC,7,4,3331
2807,BH,REC,20,3,6106
2808,FLN,POA,8,4,8114
2809,SAO,SP,20,4,2435
2810,POA,SAO,2,1,7731
2811,SP,MCZ,20,2,8684
2812,POA,RIO,16,5,3391
2813,FLN,PMW,20,2,2428
2814,FLN,SAO,12,3,4997
2815,POA,SAO,15,3,6495
2816,RIO,SSA,18,1,7371
2817,POA,RIO,19,4,8477
2818,BH,PMW,1,5,9788
2819,FLN,SAO,15,3,4334
2820,SSA,SP,8,4,9035
2821,FLN,POA,6,4,8585
2822,PMW,POA,19,3,2565
2823,REC,BSB,16,5,3698
2824,PMW,BSB,10,2,3585
2825,REC,MCZ,19,4,5639
2826,MCZ,SSA,1,3,5623
2827,SSA,REC,14,2,9242
2828,SAO,REC,10,2,7608
2829,POA,BH,14,4,3055
2830,MCZ,RIO,9,2,8180
2831,RIO,SSA,8,5,8831
2832,REC,RIO,20,3,7257
2833,SAO,BH,14,3,3304
2834,SP,MCZ,16,3,9525
2835,POA,PMW,4,3,3782
2836,PMW,REC,9,5,9366
2837,FLN,BSB,16,4,7454
2838,FLN,RIO,13,1,2319
2839,REC,SAO,5,5,5411
2840,POA,BSB,16,1,5636
2841,REC,SAO,8,1,7816
2842,PMW,RIO,11,3,7950
2843,BSB,FLN,3,3,2939
2844,SSA,PMW,6,2,2350
2845,MCZ,BSB,17,4,8724
2846,REC,PMW,18,5,6345
2847,BSB,FLN,18,5,6396
2848,BSB,RIO,14,1,4421
2849,FLN,SSA,13,1,7659
2850,SP,REC,8,5,2582
2851,BSB,REC,13,3,4985
2852,POA,RIO,1,3,6081
2853,BH,SSA,6,2,7372
2854,POA,BH,6,3,3378
2855,FLN,MCZ,8,1,5885
2856,SP,RIO,16,2,8519
2857,SSA,PMW,17,1,8118
2858,SSA,BH,14,3,2946
2859,SSA,MCZ,2,5,9349
2860,REC,SSA,1,2,5734
2861,SP,SAO,11,5,7328
2862,REC,BSB,13,5,9260
2863,BH,MCZ,18,1,7760
2864,BSB,SSA,15,4,6305
2865,PMW,REC,15,1,4110
2866,BSB,SSA,4,3,8241
2867,REC,SSA,7,3,7912
2868,POA,PMW,17,5,2829
2869,POA,FLN,14,2,2957
2870,FLN,SP,1,2,6061
2871,BH,MCZ,13,5,4717
2872,SSA,BSB,10,3,5761
2873,SP,MCZ,10,5,2892
2874,BH,SP,15,1,4680
2875,RIO,BSB,20,5,4520
2876,REC,SAO,9,4,9390
2877,RIO,POA,8,5,7093
2878,PMW,FLN,14,1,2321
2879,RIO,REC,1,5,2432
2880,BSB,POA,7,1,3624
2881,RIO,FLN,17,2,7956
2882,SP,PMW,2,4,2532
2883,REC,BSB,5,3,4623
2884,SAO,SP,12,5,9460
2885,MCZ,BSB,14,5,2370
2886,POA,REC,12,3,9031
2887,MCZ,BSB,15,1,7943
2888,REC,SP,2,4,6160
2889,RIO,BSB,20,2,2519
2890,FLN,BSB,13,4,5972
2891,BH,PMW,11,1,4636
2892,SAO,FLN,4,3,7194
2893,MCZ,SP,9,2,6265
2894,BH,SAO,16,1,4398
2895,SP,FLN,10,5,3868
2896,RIO,POA,18,4,7716
2897,SSA,BH,6,4,6889
2898,FLN,SSA,12,2,5233
2899,POA,FLN,20,5,9740
2900,POA,RIO,17,1,6119
2901,SSA,BSB,7,3,8389
2902,BH,REC,19,3,5289
2903,RIO,MCZ,10,4,4538
2904,REC,SP,17,3,5701
2905,SAO,SSA,6,4,8405
2906,REC,SAO,11,3,5048
2907,FLN,SSA,5,3,5004
2908,SP,SAO,17,4,9218
2909,BH,FLN,9,2,6677
2910,SSA,RIO,10,4,9919
2911,PMW,POA,19,2,5072
2912,BSB,MCZ,19,5,9875
2913,PMW,SAO,18,5,4270
2914,MCZ,SSA,12,1,9764
2915,SP,BSB,18,5,7549
2916,RIO,BH,17,4,9264
2917,PMW,FLN,4,2,8000
2918,PMW,POA,7,4,4225
2919,POA,BH,18,3,5341
2920,SP,RIO,5,5,4036
2921,REC,SP,6,2,4688
2922,SAO,RIO,19,4,3201
2923,PMW,REC,1,5,6294
2924,SSA,BSB,12,4,5667
2925,MCZ,SAO,10,1,9270
2926,RIO,SSA,16,2,6154
2927,BH,RIO,14,4,4783
2928,MCZ,SP,14,3,7460
2929,REC,SAO,7,2,9242
2930,SSA,REC,14,2,5286
2931,BSB,POA,7,3,7264
2932,SSA,REC,1,3,9031
2933,SSA,BH,7,3,7018
2934,SP,BSB,15,1,2785
2935,SAO,RIO,16,4,4714
2936,SP,REC,15,1,5273
2937,BH,BSB,9,4,8572
2938,SAO,BH,20,2,5981
2939,PMW,BH,15,3,9949
2940,SP,BSB,4,4,4316
2941,REC,BH,12,3,8771
2942,BH,RIO,3,1,9336
2943,FLN,BSB,8,1,7678
2944,BSB,POA,5,2,8116
2945,BH,FLN,19,3,4139
2946,REC,MCZ,10,4,9002
2947,BSB,FLN,10,1,7385
2948,RIO,BH,20,2,3311
2949,MCZ,BH,18,3,5453
2950,POA,RIO,5,3,9446
2951,SSA,PMW,9,5,3621
2952,BH,PMW,8,3,2390
2953,FLN,REC,14,1,8891
2954,REC,BSB,3,3,9059
2955,BH,SSA,5,3,2869
2956,BSB,BH,7,1,5701
2957,PMW,BH,6,1,5843
2958,MCZ,FLN,6,2,3895
2959,POA,FLN,10,4,7591
2960,SSA,RIO,17,5,6871
2961,SAO,PMW,15,4,7469
2962,SSA,POA,4,1,2106
2963,MCZ,SAO,8,4,4131
2964,REC,SAO,11,3,6149
2965,SP,POA,2,5,2384
2966,SSA,BSB,13,5,3755
2967,BSB,POA,11,5,3755
2968,SAO,REC,17,2,6907
2969,PMW,SSA,10,2,2323
2970,SP,RIO,7,2,9129
2971,POA,MCZ,20,3,6044
2972,SAO,RIO,5,2,7283
2973,BSB,POA,5,5,2233
2974,SAO,PMW,3,1,3058
2975,BSB,BH,8,1,2500
2976,FLN,REC,18,1,9118
2977,REC,FLN,20,4,7340
2978,MCZ,REC,15,5,9962
2979,BH,PMW,2,5,9135
2980,SP,SSA,2,3,7076
2981,REC,POA,6,5,4511
2982,BH,REC,7,5,5748
2983,REC,SAO,9,5,3596
2984,SP,FLN,17,5,8084
2985,BH,FLN,5,3,7539
2986,REC,BSB,9,4,3835
2987,MCZ,SAO,12,5,6812
2988,POA,BH,2,3,5817
2989,REC,SSA,12,3,8049
2990,POA,MCZ,18,4,7989
2991,PMW,BH,17,5,8115
2992,SSA,FLN,4,2,6990
2993,FLN,SSA,15,4,4670
2994,SP,SAO,4,3,7735
2995,MCZ,POA,11,5,9330
2996,POA,MCZ,18,5,9581
2997,PMW,BSB,20,4,8438
2998,POA,BSB,20,1,8493
2999,SP,SAO,8,5,9105
3000,PMW,RIO,14,5,2346
3001,BSB,SSA,4,2,3182
3002,SSA,REC,6,2,7759
3003,REC,SP,16,2,3890
3004,SSA,PMW,14,4,7690
3005,PMW,BSB,18,3,9920
3006,BSB,SSA,5,3,4558
3007,MCZ,BSB,17,1,7749
3008,POA,FLN,7,5,7300
3009,SAO,RIO,6,2,2124
3010,BSB,SP,12,2,2031
3011,SAO,PMW,20,5,2145
3012,FLN,SP,8,4,7738
3013,BSB,PMW,9,4,5050
3014,POA,BH,18,1,2578
3015,SP,BSB,14,4,5415
3016,FLN,PMW,5,2,3822
3017,RIO,POA,12,4,3520
3018,RIO,SAO,5,5,8132
3019,RIO,SAO,13,4,7775
3020,SSA,BH,5,4,9757
3021,FLN,POA,18,4,2659
3022,REC,MCZ,4,1,3045
3023,BSB,BH,15,5,7555
3024,SSA,POA,15,4,9250
3025,PMW,BH,2,4,6408
3026,BSB,POA,17,2,5558
3027,RIO,BSB,5,3,9019
3028,REC,MCZ,9,3,5075
3029,BH,SP,9,4,3860
3030,PMW,SAO,18,1,9531
3031,RIO,POA,8,2,6592
3032,RIO,BH,20,3,6321
3033,RIO,SP,5,2,9228
3034,SSA,RIO,5,4,3518
3035,BSB,REC,14,5,3032
3036,POA,SSA,19,1,9194
3037,POA,FLN,16,5,6905
3038,RIO,PMW,17,1,4097
3039,SSA,PMW,13,3,6981
3040,PMW,POA,19,2,9105
3041,BH,FLN,4,1,3012
3042,PMW,BSB,7,4,7285
3043,BH,BSB,14,5,2830
3044,BH,BSB,3,3,2394
3045,SAO,BH,12,3,7824
3046,SSA,REC,13,5,5954
3047,PMW,SAO,7,5,7279
3048,RIO,PMW,2,3,3042
3049,SP,BH,4,5,4334
3050,BH,RIO,18,2,3036
3051,BSB,FLN,12,4,3333
3052,MCZ,SAO,14,4,2845
3053,BH,POA,10,1,8930
3054,BSB,POA,9,1,6438
3055,POA,RIO,16,5,6803
3056,SSA,BH,6,2,3901
3057,SP,BH,12,1,6999
3058,SSA,PMW,7,5,5814
3059,BH,MCZ,6,2,8045
3060,SP,SAO,17,1,2392
3061,MCZ,SP,4,5,5783
3062,BH,RIO,10,4,4044
3063,SP,BH,14,1,3626
3064,SP,FLN,5,1,3104
3065,MCZ,POA,5,1,2636
3066,BSB,MCZ,9,1,3136
3067,POA,MCZ,17,5,3372
3068,RIO,BH,15,4,4433
3069,BSB,MCZ,1,2,4033
3070,SAO,REC,1,4,7845
3071,POA,FLN,7,2,4168
3072,PMW,SP,9,4,8600
3073,POA,FLN,6,3,6465
3074,SP,BSB,16,1,2463
3075,SAO,MCZ,20,4,4601
3076,POA,SSA,3,1,9667
3077,POA,BH,2,5,7682
3078,BSB,FLN,7,1,8923
3079,MCZ,PMW,5,5,3503
3080,BH,MCZ,19,1,2858
3081,BSB,SP,2,1,5513
3082,SP,REC,6,5,7532
3083,BSB,BH,13,3,7777
3084,BH,PMW,17,4,9312
3085,BSB,SAO,8,1,7048
3086,BSB,POA,4,1,4822
3087,BH,SP,12,2,2758
3088,FLN,SSA,19,5,9818
3089,MCZ,FLN,17,1,3196
3090,SP,REC,1,1,4403
3091,SAO,REC,11,4,4364
3092,RIO,FLN,19,4,5201
3093,SSA,SAO,6,4,2081
3094,SP,REC,5,5,5776
3095,FLN,REC,6,5,5406
3096,MCZ,PMW,6,5,8353
3097,RIO,REC,13,1,7207
3098,MCZ,POA,12,2,3862
3099,SP,POA,16,5,2007
3100,REC,MCZ,16,3,7938
3101,POA,FLN,5,3,7971
3102,SP,POA,2,4,4679
3103,MCZ,BSB,19,2,8958
3104,SSA,PMW,7,5,8203
3105,BSB,SSA,17,2,7393
3106,SSA,REC,2,2,2911
3107,PMW,FLN,8,3,8638
3108,RIO,REC,7,4,2816
3109,PMW,BH,10,3,7953
3110,REC,RIO,5,5,4159
3111,FLN,MCZ,18,1,9509
3112,RIO,MCZ,7,4,7413
3113,RIO,BH,17,3,7955
3114,RIO,SSA,2,1,6703
3115,POA,SAO,3,4,2635
3116,BH,RIO,14,3,7265
3117,BSB,SP,13,3,2207
3118,BSB,BH,3,3,7598
3119,FLN,PMW,3,5,6612
3120,BH,FLN,19,4,2343
3121,PMW,REC,9,5,9155
3122,BSB,PMW,3,1,5324
3123,RIO,SSA,5,1,7835
3124,SAO,SSA,15,2,3554
3125,POA,SSA,17,1,6748
3126,FLN,SP,4,2,9083
3127,POA,FLN,9,1,5664
3128,PMW,RIO,5,5,2709
3129,MCZ,SAO,1,4,4581
3130,BH,REC,6,3,7439
3131,MCZ,BSB,17,4,4869
3132,REC,MCZ,13,2,2237
3133,BSB,PMW,10,2,5970
3134,SAO,FLN,12,4,8472
3135,BSB,RIO,5,2,9677
3136,SP,RIO,2,1,7288
3137,FLN,POA,5,3,6865
3138,RIO,SP,13,4,7369
3139,RIO,PMW,19,4,5424
3140,RIO,PMW,20,3,8484
3141,POA,MCZ,1,2,2240
3142,FLN,RIO,14,1,7473
3143,POA,SSA,7,4,8830
3144,BH,REC,12,4,7421
3145,MCZ,REC,1,4,8611
3146,SAO,BH,20,2,9799
3147,SSA,RIO,9,1,9553
3148,REC,PMW,19,2,2112
3149,REC,RIO,18,1,6618
3150,REC,MCZ,19,5,9752
3151,RIO,PMW,3,2,2125
3152,REC,PMW,15,3,2526
3153,BSB,BH,19,5,7613
3154,SP,BSB,4,2,6450
3155,BH,POA,12,2,5483
3156,SAO,PMW,18,1,2271
3157,BH,SSA,6,3,9958
3158,RIO,PMW,12,3,6349
3159,REC,PMW,3,2,4898
3160,FLN,MCZ,9,5,9589
3161,PMW,SP,5,2,3011
3162,SSA,SAO,10,2,8749
3163,SAO,SP,17,4,4227
3164,BH,SAO,4,3,5307
3165,SSA,REC,8,1,2772
3166,BSB,RIO,8,4,9145
3167,MCZ,BH,5,1,9547
3168,SSA,RIO,2,3,2457
3169,FLN,SSA,8,2,7371
3170,SSA,REC,15,3,6869
3171,MCZ,POA,6,1,5025
3172,REC,SAO,6,2,5655
3173,BH,POA,12,5,7865
3174,PMW,BH,8,5,2658
3175,PMW,BSB,8,5,9323
3176,BSB,FLN,17,2,3914
3177,REC,BH,10,1,2488
3178,PMW,SP,18,3,8111
3179,SSA,SP,15,3,3459
3180,POA,MCZ,2,2,3628
3181,FLN,REC,10,3,8294
3182,RIO,SSA,8,5,6975
3183,SAO,SP,9,2,3809
3184,POA,RIO,11,2,6155
3185,SP,BSB,20,1,9155
3186,RIO,SSA,15,4,2222
3187,PMW,BSB,8,3,8688
3188,PMW,FLN,2,2,9868
3189,BH,MCZ,4,4,9896
3190,PMW,FLN,15,4,9614
3191,PMW,POA,6,4,3410
3192,FLN,SSA,4,2,9808
3193,SAO,BSB,2,3,2886
3194,SSA,POA,7,4,7086
3195,PMW,POA,1,1,6772
3196,SP,MCZ,2,1,8419
3197,RIO,POA,8,2,8534
3198,POA,SP,19,1,6161
3199,FLN,REC,15,3,9402
3200,BH,PMW,1,2,3919
3201,POA,SP,12,1,6904
3202,SAO,REC,15,1,4532
3203,SSA,BSB,1,4,7347
3204,SP,REC,17,3,5241
3205,SAO,PMW,19,3,8526
3206,PMW,POA,12,3,9936
3207,SSA,POA,10,4,8198
3208,MCZ,POA,3,5,3258
3209,SSA,BSB,8,2,7747
3210,PMW,MCZ,3,3,8899
3211,MCZ,RIO,6,3,4214
3212,REC,FLN,5,3,2780
3213,FLN,REC,15,3,4577
3214,REC,PMW,18,5,6098
3215,BSB,MCZ,12,3,5593
3216,REC,POA,19,4,2786
3217,BH,BSB,11,5,4577
3218,SP,SAO,6,5,3859
3219,POA,PMW,2,1,3235
3220,SSA,SAO,2,5,5725
3221,PMW,RIO,3,1,9715
3222,PMW,SAO,18,2,5483
3223,PMW,SSA,5,4,9109
3224,FLN,POA,7,5,2395
3225,BSB,FLN,14,2,4817
3226,BH,REC,11,3,4312
3227,FLN,REC,4,2,2397
3228,SSA,FLN,12,2,6659
3229,POA,MCZ,13,4,8582
3230,REC,POA,18,1,2048
3231,MCZ,RIO,4,4,8443
3232,BSB,SAO,9,4,9267
3233,SP,RIO,5,3,4354
3234,FLN,SAO,18,1,4078
3235,BSB,PMW,18,2,6426
3236,RIO,PMW,5,3,8812
3237,SAO,PMW,6,3,2762
3238,BSB,MCZ,3,5,7334
3239,FLN,PMW,18,4,2866
3240,PMW,BH,17,3,8578
3241,FLN,MCZ,2,4,5185
3242,SSA,SP,17,1,4956
3243,BSB,POA,3,2,5629
3244,SSA,FLN,18,5,6028
3245,BSB,REC,13,1,3783
3246,BH,RIO,4,1,2160
3247,PMW,BSB,2,4,2587
3248,SSA,SP,6,3,6993
3249,POA,BH,18,3,4941
3250,POA,BH,12,1,8712
3251,MCZ,SAO,5,2,2820
3252,MCZ,PMW,1,2,5954
3253,SP,SAO,4,5,2398
3254,REC,SP,4,5,3336
3255,RIO,FLN,2,4,8083
3256,SAO,PMW,10,3,2703
3257,REC,PMW,18,5,2920
3258,BH,FLN,17,2,6189
3259,FLN,BH,8,5,3493
3260,BSB,MCZ,5,1,4536
3261,BSB,POA,20,5,4746
3262,RIO,SSA,8,2,3321
3263,RIO,SP,4,1,9686
3264,RIO,SSA,6,3,9971
3265,SSA,RIO,2,2,9875
3266,POA,FLN,4,5,4819
3267,REC,POA,18,5,5173
3268,FLN,SSA,4,2,7866
3269,SSA,REC,2,4,4100
3270,RIO,POA,14,5,7867
3271,SAO,BH,14,2,3089
3272,SSA,REC,2,5,8791
3273,SP,MCZ,2,5,5066
3274,RIO,PMW,11,5,3929
3275,MCZ,SAO,19,5,8886
3276,SP,POA,17,4,8220
3277,PMW,FLN,4,3,2572
3278,REC,POA,20,3,5487
3279,POA,SP,6,1,2983
3280,FLN,REC,1,1,5358
3281,SP,BH,15,2,3953
3282,SAO,FLN,7,2,7535
3283,BSB,SSA,17,4,3071
3284,RIO,SAO,7,3,6531
3285,SAO,RIO,7,1,5849
3286,BH,PMW,1,2,6249
3287,POA,BH,5,2,8267
3288,SAO,POA,4,4,3569
3289,RIO,REC,2,4,6717
3290,SAO,PMW,16,2,8998
3291,SSA,POA,9,1,2160
3292,SAO,REC,18,3,8715
3293,BSB,SSA,17,1,5944
3294,SSA,POA,18,4,6880
3295,SSA,SAO,7,1,9336
3296,MCZ,BH,10,4,5261
3297,POA,REC,10,3,3982
3298,REC,POA,6,1,8648
3299,FLN,REC,18,2,6835
3300,BSB,MCZ,9,3,4786
3301,FLN,BH,9,1,8435
3302,MCZ,POA,13,1,4220
3303,BSB,SAO,2,5,6991
3304,BH,MCZ,16,3,2111
3305,BH,PMW,11,4,9673
3306,POA,BH,7,3,3752
3307,MCZ,POA,9,1,9542
3308,PMW,BH,13,5,8571
3309,FLN,BSB,11,3,4438
3310,MCZ,REC,20,2,2688
3311,BH,POA,10,2,2472
3312,FLN,SSA,14,1,5258
3313,PMW,MCZ,4,4,7739
3314,SAO,SP,16,3,3672
3315,RIO,SAO,12,3,7522
3316,FLN,BH,18,5,7823
3317,SAO,FLN,11,1,8071
3318,PMW,REC,5,4,3974
3319,RIO,PMW,6,2,4060
3320,FLN,MCZ,8,4,7899
3321,REC,RIO,9,4,9205
3322,REC,POA,8,5,7981
3323,BH,BSB,16,2,7224
3324,REC,BSB,1,2,4113
3325,FLN,SP,14,3,8422
3326,POA,PMW,3,4,9284
3327,REC,SP,18,5,8797
3328,SSA,SP,18,4,7019
3329,SAO,FLN,15,4,9428
3330,REC,RIO,17,1,2574
3331,BH,SP,14,3,7718
3332,BSB,SSA,15,3,5700
3333,SAO,RIO,3,4,3484
3334,RIO,BH,14,5,2190
3335,MCZ,BSB,3,2,9281
3336,SP,MCZ,13,3,6814
3337,POA,FLN,13,2,5855
3338,SP,BH,10,3,5583
3339,PMW,SSA,9,3,8903
3340,SP,FLN,13,4,2992
3341,PMW,FLN,19,2,9942
3342,POA,PMW,17,3,2421
3343,MCZ,PMW,12,5,4834
3344,POA,RIO,16,4,9315
3345,SSA,PMW,1,2,9344
3346,FLN,BH,19,3,2747
3347,PMW,RIO,14,2,4262
3348,MCZ,BSB,16,3,5941
3349,PMW,REC,12,3,9416
3350,BSB,REC,11,2,9319
3351,REC,SAO,6,5,8143
3352,RIO,POA,9,1,8035
3353,SSA,POA,10,5,3647
3354,BH,RIO,5,5,5017
3355,BSB,SSA,13,2,5087
3356,SAO,BH,6,5,9872
